id,address_type,latitude,longitude,address_1,address_2,address_city,address_state,address_zip,zip_plus4,bedrooms,bathrooms,square_feet,year_built,company_name,listing_amount,price_per_sf,last_listing_creation_time,last_listing_deactivation_time,property_listing_status,distance_miles,url,amenities,community_unit_count
818 Pinemont Dr|2|2026-06-12,apartment,29.841841,-95.415443,818 Pinemont Dr,L2,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1149,1.61,2026-06-12 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|3|2026-06-10,apartment,29.841841,-95.415443,818 Pinemont Dr,L3,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-06-10 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|4|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L4,Houston,TX,77018,,1,1,600,1972,TriArc Living LLC,1149,1.92,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|5|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L5,Houston,TX,77018,,1,1,600,1972,TriArc Living LLC,1149,1.92,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|6|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L6,Houston,TX,77018,,1,1,700,1972,TriArc Living LLC,1199,1.71,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|7|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L7,Houston,TX,77018,,1,1,700,1972,TriArc Living LLC,1199,1.71,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|8|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L8,Houston,TX,77018,,1,1,700,1972,TriArc Living LLC,1199,1.71,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|9|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L9,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1149,1.61,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|10|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L10,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|11|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L11,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|12|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L12,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|13|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L13,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|14|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L14,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
818 Pinemont Dr|15|2026-02-19,apartment,29.841841,-95.415443,818 Pinemont Dr,L15,Houston,TX,77018,,1,1,712,1972,TriArc Living LLC,1199,1.68,2026-02-19 00:00:00,,inactive,1.265,,,69
735 W Cavalcade St|1|2026-05-15,apartment,29.803583,-95.380623,735 W Cavalcade St,L1,Houston,TX,77009,,1,1,500,1970,Cornerstone Income Properties,999,2.0,2026-05-15 00:00:00,,inactive,2.256,,,24
735 W Cavalcade St|2|2026-05-15,apartment,29.803583,-95.380623,735 W Cavalcade St,L2,Houston,TX,77009,,1,1,658,1970,Cornerstone Income Properties,1069,1.62,2026-05-15 00:00:00,,active,2.256,,,24
735 W Cavalcade St|3|2026-05-15,apartment,29.803583,-95.380623,735 W Cavalcade St,L3,Houston,TX,77009,,1,1,660,1970,Cornerstone Income Properties,1069,1.62,2026-05-15 00:00:00,,inactive,2.256,,,24
735 W Cavalcade St|4|2026-05-15,apartment,29.803583,-95.380623,735 W Cavalcade St,L4,Houston,TX,77009,,2,1,660,1970,Cornerstone Income Properties,1149,1.74,2026-05-15 00:00:00,,inactive,2.256,,,24
1447 Heights Blvd|1|2026-07-23,apartment,29.79785,-95.398308,1447 Heights Blvd,L1,Houston,TX,77008,,1,1,581,,Agile Financing LLC dba Pro Plus,1425,2.45,2026-07-23 00:00:00,,active,2.430,,,11
4411 Fulton St|1|2026-07-24,apartment,29.800438,-95.368446,4411 Fulton St,L1,Houston,TX,77009,,2,1,800,,TriArc Living LLC,975,1.22,2026-07-24 00:00:00,,inactive,2.826,,,63
4411 Fulton St|2|2026-07-24,apartment,29.800438,-95.368446,4411 Fulton St,L2,Houston,TX,77009,,2,1,800,,TriArc Living LLC,975,1.22,2026-07-24 00:00:00,,inactive,2.826,,,63
4411 Fulton St|3|2026-06-11,apartment,29.800438,-95.368446,4411 Fulton St,L3,Houston,TX,77009,,1,1,625,,TriArc Living LLC,875,1.4,2026-06-11 00:00:00,,inactive,2.826,,,63
4411 Fulton St|4|2026-02-20,apartment,29.800438,-95.368446,4411 Fulton St,L4,Houston,TX,77009,,1,1,625,,TriArc Living LLC,849,1.36,2026-02-20 00:00:00,,inactive,2.826,,,63
4411 Fulton St|5|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L5,Houston,TX,77009,,1,1,625,,TriArc Living LLC,849,1.36,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|6|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L6,Houston,TX,77009,,1,1,625,,TriArc Living LLC,849,1.36,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|7|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L7,Houston,TX,77009,,2,1,800,,TriArc Living LLC,949,1.19,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|8|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L8,Houston,TX,77009,,2,1,800,,TriArc Living LLC,949,1.19,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|9|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L9,Houston,TX,77009,,2,1,800,,TriArc Living LLC,975,1.22,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|10|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L10,Houston,TX,77009,,2,1,800,,TriArc Living LLC,975,1.22,2026-02-19 00:00:00,,inactive,2.826,,,63
4411 Fulton St|11|2026-02-19,apartment,29.800438,-95.368446,4411 Fulton St,L11,Houston,TX,77009,,2,1,800,,TriArc Living LLC,949,1.19,2026-02-19 00:00:00,,inactive,2.826,,,63
4300 Rosslyn Rd|1|2026-05-13,apartment,29.833349,-95.44445,4300 Rosslyn Rd,L1,Houston,TX,77018,,2,1,806,1961,"H L & M, Co., LLC.",1295,1.61,2026-05-13 00:00:00,,inactive,2.846,,,28
4300 Rosslyn Rd|2|2026-05-13,apartment,29.833349,-95.44445,4300 Rosslyn Rd,L2,Houston,TX,77018,,1,1,615,1961,"H L & M, Co., LLC.",1095,1.78,2026-05-13 00:00:00,,inactive,2.846,,,28
4300 Rosslyn Rd|3|2026-04-24,apartment,29.833349,-95.44445,4300 Rosslyn Rd,L3,Houston,TX,77018,,2,1,806,1961,"H L & M, Co., LLC.",1250,1.55,2026-04-24 00:00:00,,inactive,2.846,,,28
4300 Rosslyn Rd|4|2026-02-17,apartment,29.833349,-95.44445,4300 Rosslyn Rd,L4,Houston,TX,77018,,2,1,806,1961,"H L & M, Co., LLC.",1399,1.74,2026-02-17 00:00:00,,inactive,2.846,,,28
